title,price,description,city,views,url
Mercedes-Benz C 230,3 800 000₸,"2004 г., Б/у седан, 1.8 л, бензин, КПП автомат, серебристый, Продаётся Mercedes-Benz C230 (W203 рестайлинг), 2004 г. В...",Талдыкорган,0,https://kolesa.kz/a/show/201157044?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=568
Chevrolet Cruze,3 700 000₸,"2010 г., Б/у седан, 1.8 л, бензин, КПП автомат, с пробегом 170 000 км, серый, металлик, тонировка, хрустальная оптика,...",Алматы,0,https://kolesa.kz/a/show/205588935?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=569
BMW 528,8 900 000₸,"2009 г., Б/у седан, 3 л, бензин, КПП автомат, с пробегом 150 000 км, серебристый, металлик, литые диски, тонировка, лю...",Алматы,0,https://kolesa.kz/a/show/206387702?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=570
BYD Qin Plus,8 300 000₸,"2025 г., Б/у седан, 1.5 л, гибрид, КПП автомат, с пробегом 1 км, ПРОДАЕТСЯ НОВЫЙ АВТОМОБИЛЬ 2025года BYD QIN PLUS МАКС...",Алматы,0,https://kolesa.kz/a/show/206310513?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=571
Mitsubishi Eclipse Cross,15 999 999₸,"2022 г., Б/у кроссовер, 1.5 л, бензин, КПП вариатор, с пробегом 18 900 км, белый, литые диски, панорамная крыша, ксено...",Алматы,0,https://kolesa.kz/a/show/202156505?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=572
Nissan Qashqai,5 310 000₸,"2013 г., Б/у кроссовер, 1.6 л, бензин, КПП вариатор, с пробегом 213 928 км, фиолетовый, велюр, кондиционер, климат-кон...",Шымкент,0,https://kolesa.kz/a/show/202641595?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=573
ГАЗ ГАЗель,5 500 000₸,"2004 г., Б/у фургон, 3 л, бензин, КПП автомат, с пробегом 999 999 км, белый, литые диски, тонировка, люк, ксенон, ауди...",Тараз,0,https://kolesa.kz/a/show/207270792?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=574
Opel Vectra,1 400 000₸,"1994 г., Б/у хэтчбек, 2 л, бензин, КПП механика, зеленый, литые диски, тонировка, люк, багажник, противотуманки, корре...",Туркестан,0,https://kolesa.kz/a/show/207269405?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=575
Audi Q7,5 800 000₸,"2008 г., Б/у кроссовер, 3.6 л, бензин, КПП автомат, черный, металлик, литые диски, тонировка, люк, панорамная крыша, с...",Алматы,0,https://kolesa.kz/a/show/206370930?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=576
ВАЗ (Lada) 2107,1 800 000₸,"2007 г., Б/у седан, 1.6 л, бензин, КПП механика",Шымкент,0,https://kolesa.kz/a/show/207269636?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=577
Kia Sorento,4 500 000₸,"2007 г., Б/у внедорожник, 2.5 л, дизель, КПП автомат, с пробегом 240 000 км, серебристый, металлик, литые диски, тонир...",Алматы,0,https://kolesa.kz/a/show/206371021?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=578
Toyota Hiace,10 390 000₸,"2014 г., Б/у микроавтобус, 2.7 л, бензин, КПП механика, с пробегом 487 791 км, белый, велюр, кондиционер",Алматы,0,https://kolesa.kz/a/show/197088555?fromUserSearch=1&search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=579
Kia Sportage,17 000 000₸,"2024 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 28 000 км, серый, металлик, литые диски, тонировка, пан...",Алматы,0,https://kolesa.kz/a/show/207267896?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=580
Hyundai Terracan,4 500 000₸,"2002 г., Б/у внедорожник, 2.9 л, дизель, КПП автомат, с пробегом 403 433 км, серебристый, литые диски, тонировка, ветр...",Петропавловск,0,https://kolesa.kz/a/show/206359029?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=581
ГАЗ ГАЗель,5 000 000₸,"2013 г., Б/у микроавтобус, 2.7 л, бензин, КПП механика, с пробегом 55 555 км, белый, тонировка, люк, велюр, кондиционе...",Шымкент,0,https://kolesa.kz/a/show/206342290?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=582
Lexus GX 460,17 000 000₸,"2011 г., Б/у внедорожник, 4.6 л, бензин, КПП автомат, с пробегом 280 000 км, бордовый, металлик, Машина в идеальном со...",Актобе,0,https://kolesa.kz/a/show/206212291?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=583
Hyundai Grandeur,26 000 000₸,"2024 г., Б/у седан, 3.5 л, бензин, КПП автомат, с пробегом 38 000 км, черный, металлик, велюр, кожа, bluetooth, 3.5 л,...",Астана,0,https://kolesa.kz/a/show/203751826?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=584
BMW X3,43 500 000₸,"2025 г., новый кроссовер, 3 л, бензин, КПП автомат, 96 км, серебристый, металлик, литые диски, панорамная крыша, кожа,...",Алматы,0,https://kolesa.kz/a/show/195799282?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=585
Hyundai Grandeur,8 000 000₸,"2013 г., Б/у седан, 3 л, бензин, КПП автомат, с пробегом 288 000 км, бронза, металлик, литые диски, тонировка, кожа, Г...",Алматы,0,https://kolesa.kz/a/show/207220239?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=586
Toyota RAV4,12 200 000₸,"2016 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, с пробегом 109 000 км, белый, хрустальная оптика, дневные ходовые о...",Алматы,0,https://kolesa.kz/a/show/206324615?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=587
Hyundai Accent,5 500 000₸,"2015 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 174 000 км, белый, металлик, велюр, ABS",Кызылорда,0,https://kolesa.kz/a/show/207267779?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=588
Mazda 6,3 700 000₸,"2005 г., Б/у лифтбек, 2.3 л, бензин, КПП автомат, серый, металлик, литые диски, тонировка, люк, спойлер, ветровики, ли...",Экибастуз,0,https://kolesa.kz/a/show/206319352?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=589
Mercedes-Benz GLE Coupe 400,35 500 000₸,"2017 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 63 600 км",Алматы,0,https://kolesa.kz/a/show/203734558?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=590
Toyota Camry,3 950 000₸,"2003 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 450 000 км, черный, литые диски, тонировка, ветровики, линз...",Алматы,0,https://kolesa.kz/a/show/206973097?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=591
Toyota Previa,4 700 000₸,"2000 г., Б/у минивэн, 2.4 л, бензин, КПП автомат, серебристый, Вложения толка по кузову",Есик,0,https://kolesa.kz/a/show/207267454?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=592
Audi 100,1 950 000₸,"1991 г., Б/у седан, 2.6 л, бензин, КПП механика, с пробегом 450 000 км, черный, металлик, велюр, Ассалаумагалейкум маш...",Алматы,0,https://kolesa.kz/a/show/207265999?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=593
Hyundai Sonata,8 300 000₸,"2014 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 207 000 км, серебристый, ксенон, линзованная оптика, дневные...",Талдыкорган,0,https://kolesa.kz/a/show/204972271?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=594
Mitsubishi Outlander,4 000 000₸,"2004 г., Б/у кроссовер, 2.4 л, бензин, КПП автомат, с пробегом 220 000 км, вишня, металлик, литые диски, тонировка, ве...",Петропавловск,0,https://kolesa.kz/a/show/206970071?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=595
Toyota Land Cruiser,14 500 000₸,"2008 г., Б/у внедорожник, 4.7 л, бензин, КПП автомат, с пробегом 350 000 км, белый, металлик, кожа, автозапуск, бесклю...",Алматы,0,https://kolesa.kz/a/show/206606044?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=596
Hyundai Solaris,5 500 000₸,"2015 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 98 000 км, серый, металлик, ветровики, дневные ходовые огни...",Алматы,0,https://kolesa.kz/a/show/206307081?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=597
Subaru Forester,9 000 000₸,"2018 г., Б/у кроссовер, 2.5 л, бензин, КПП вариатор, с пробегом 160 000 км, синий, ГУР, ABS, SRS, сигнализация, полный...",Алматы,0,https://kolesa.kz/a/show/206308147?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=598
Toyota Land Cruiser Prado,7 700 000₸,"2006 г., Б/у внедорожник, 3 л, дизель, КПП механика, с пробегом 475 000 км, металлик, Жағдайы жаксы. Малға да келісуге...",Атырау,0,https://kolesa.kz/a/show/206968265?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=599
Daewoo Nexia,1 493 723₸,"2007 г., Б/у седан, 1.6 л, бензин, КПП механика, Машина жақсы жағдайда сауда бар аздап Хабарласа беріңдер 24/7 көшедем...",Жанакорган,0,https://kolesa.kz/a/show/207257913?search_id=4d0d8bfb53c58654be8dbcdca5d2518444377544&search_type=filter&advert_position=600
Daewoo Nexia,1 493 723₸,"2007 г., Б/у седан, 1.6 л, бензин, КПП механика, Машина жақсы жағдайда сауда бар аздап Хабарласа беріңдер 24/7 көшедем...",Жанакорган,0,https://kolesa.kz/a/show/207257913?search_id=8401dd7627649e186a9803783835342d34d2aca2&search_type=filter&advert_position=601
BYD Qin L DM-i,10 000 000₸,"2025 г., новый седан, 1.5 л, гибрид, КПП вариатор, В комплекте есть зарядка 220В! ЗИМНИЕ ШИНЫ в подарок — готовьтесь к...",Алматы,0,https://kolesa.kz/a/show/203133000?search_id=8401dd7627649e186a9803783835342d34d2aca2&search_type=filter&advert_position=602
